Designer,Category,Num of Years Since 1st Listed,Num of Years Listed,Founding Year,Age,Age (copy),Age Group,Year,Listed?,Status
alexa chung,Contemporary,6,2,2016,8,8,5 to 10 Years,2015,0,Not Included
alexa chung,Contemporary,6,2,2016,8,8,5 to 10 Years,2016,0,Not Included
alexa chung,Contemporary,6,2,2016,8,8,5 to 10 Years,2017,1,New
alexa chung,Contemporary,6,2,2016,8,8,5 to 10 Years,2018,1,In
alexa chung,Contemporary,6,2,2016,8,8,5 to 10 Years,2019,0,Exit
alexa chung,Contemporary,6,2,2016,8,8,5 to 10 Years,2020,0,Not Included
alexa chung,Contemporary,6,2,2016,8,8,5 to 10 Years,2021,0,Not Included
alexa chung,Contemporary,6,2,2016,8,8,5 to 10 Years,2022,0,Not Included
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2004,0,Not Included
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2005,0,Not Included
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2006,0,Not Included
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2007,0,Not Included
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2008,0,Not Included
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2009,0,Not Included
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2010,0,Not Included
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2011,1,New
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2012,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2013,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2014,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2015,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2016,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2017,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2018,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2019,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2020,1,In
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2021,0,Exit
alexander wang,Contemporary,12,10,2005,19,19,10 to 20 Years,2022,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2004,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2005,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2006,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2007,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2008,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2009,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2010,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2011,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2012,0,Not Included
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2013,1,New
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2014,1,In
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2015,1,In
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2016,1,In
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2017,1,In
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2018,1,In
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2019,1,In
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2020,1,In
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2021,1,In
alexis,Contemporary,10,10,2008,16,16,10 to 20 Years,2022,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2004,0,Not Included
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2005,1,New
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2006,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2007,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2008,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2009,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2010,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2011,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2012,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2013,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2014,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2015,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2016,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2017,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2018,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2019,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2020,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2021,1,In
alice + olivia,Contemporary,18,18,2002,22,22,20 to 50 Years,2022,1,In
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2004,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2005,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2006,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2007,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2008,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2009,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2010,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2011,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2012,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2013,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2014,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2015,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2016,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2017,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2018,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2019,1,New
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2020,0,Exit
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2021,0,Not Included
all things mochi,Contemporary,4,1,2013,11,11,10 to 20 Years,2022,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2004,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2005,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2006,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2007,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2008,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2009,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2010,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2011,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2012,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2013,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2014,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2015,0,Not Included
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2016,1,New
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2017,1,In
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2018,1,In
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2019,1,In
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2020,1,In
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2021,1,In
alo yoga,Contemporary,7,7,2007,17,17,10 to 20 Years,2022,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2004,0,Not Included
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2005,0,Not Included
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2006,0,Not Included
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2007,0,Not Included
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2008,0,Not Included
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2009,0,Not Included
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2010,0,Not Included
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2011,0,Not Included
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2012,1,New
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2013,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2014,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2015,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2016,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2017,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2018,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2019,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2020,1,In
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2021,0,Exit
amanda uprichard,Contemporary,11,9,2003,21,21,20 to 50 Years,2022,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2004,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2005,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2006,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2007,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2008,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2009,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2010,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2011,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2012,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2013,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2014,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2015,1,New
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2016,0,Exit
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2017,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2018,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2019,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2020,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2021,0,Not Included
amsale,Contemporary,8,1,1985,39,39,20 to 50 Years,2022,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2004,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2005,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2006,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2007,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2008,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2009,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2010,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2011,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2012,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2013,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2014,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2015,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2016,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2017,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2018,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2019,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2020,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2021,0,Not Included
amur,Contemporary,1,1,2017,7,7,5 to 10 Years,2022,1,New
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2004,1,In
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2005,1,In
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2006,1,In
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2007,0,Exit
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2008,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2009,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2010,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2011,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2012,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2013,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2014,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2015,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2016,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2017,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2018,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2019,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2020,0,Not Included
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2021,1,New
anna sui,Contemporary,19,5,1981,43,43,20 to 50 Years,2022,1,In
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2004,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2005,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2006,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2007,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2008,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2009,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2010,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2011,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2012,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2013,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2014,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2015,1,New
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2016,1,In
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2017,1,In
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2018,0,Exit
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2019,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2020,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2021,0,Not Included
anya hindmarch,Contemporary,8,3,1987,37,37,20 to 50 Years,2022,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2004,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2005,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2006,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2007,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2008,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2009,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2010,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2011,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2012,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2013,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2014,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2015,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2016,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2017,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2018,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2019,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2020,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2021,0,Not Included
apparis,Contemporary,1,1,2016,8,8,5 to 10 Years,2022,1,New
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2004,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2005,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2006,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2007,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2008,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2009,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2010,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2011,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2012,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2013,0,Not Included
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2014,1,New
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2015,1,In
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2016,1,In
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2017,0,Exit
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2018,1,New
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2019,1,In
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2020,1,In
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2021,1,In
aquatalia,Contemporary,9,8,1994,30,30,20 to 50 Years,2022,1,In
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2004,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2005,1,New
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2006,1,In
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2007,0,Exit
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2008,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2009,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2010,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2011,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2012,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2013,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2014,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2015,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2016,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2017,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2018,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2019,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2020,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2021,0,Not Included
armani jeans,Contemporary,18,2,1981,43,43,20 to 50 Years,2022,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2004,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2005,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2006,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2007,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2008,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2009,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2010,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2011,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2012,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2013,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2014,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2015,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2016,0,Not Included
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2017,1,New
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2018,1,In
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2019,1,In
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2020,1,In
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2021,1,In
attico,Contemporary,6,6,2016,8,8,5 to 10 Years,2022,1,In
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2004,0,Not Included
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2005,0,Not Included
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2006,0,Not Included
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2007,0,Not Included
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2008,0,Not Included
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2009,0,Not Included
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2010,0,Not Included
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2011,0,Not Included
ba&sh,Contemporary,3,2,2003,21,21,20 to 50 Years,2012,0,Not Included
